,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
16313,1089.49,260.41700000000003,387.601,1.0,7.0,15.0,85.8636,122.37700000000001,140.033,162.211,4.0,0.926277,133.0,0.28571399999999997,1.90765,68.4581,1.02698,455.14099999999996,granule
16314,534.732,91.5067,339.249,1.0,4.0,9.0,72.6786,78.1997,96.3349,111.626,3.0,0.869144,119.0,0.333333,1.1773,54.4075,1.04854,301.589,granule
16315,790.69,131.703,362.784,1.0,7.0,15.0,70.1337,98.8574,117.63,137.47,5.0,0.915953,146.0,0.6,1.8484599999999998,78.1611,1.02881,385.292,granule
16316,761.303,131.329,419.85900000000004,1.0,6.0,13.0,51.4333,105.67299999999999,112.162,123.995,3.0,0.921544,140.0,0.2,1.87432,52.077,1.03301,358.657,granule
16317,555.84,95.9347,383.514,1.0,4.0,9.0,44.7254,109.90100000000001,120.081,131.844,3.0,0.9528610000000001,81.0,0.333333,1.6418099999999998,53.9845,1.0128,293.216,granule
16318,845.4069999999999,225.565,318.527,1.0,5.0,11.0,36.6282,100.90899999999999,111.755,123.71700000000001,3.0,0.9165270000000001,84.0,0.1,1.61748,52.3215,1.02132,296.906,granule
16319,1276.08,315.779,355.631,1.0,10.0,21.0,60.181999999999995,107.958,116.83200000000001,129.97899999999998,7.0,0.9401139999999999,151.0,0.583333,1.7602099999999998,64.5934,1.02194,489.04,granule
16320,896.618,185.44400000000002,323.28700000000003,1.0,6.0,13.0,50.8304,98.6764,110.499,123.39299999999999,5.0,0.9242440000000001,116.0,0.6,1.6871900000000002,82.7077,1.02444,370.045,granule
16321,616.283,107.723,340.025,1.0,7.0,15.0,38.2692,127.3,139.82399999999998,153.721,6.0,0.954886,80.0,0.642857,1.78577,51.1279,1.0169700000000002,314.087,granule
16322,806.4780000000001,138.585,251.65,1.0,7.0,15.0,43.2822,105.149,123.066,133.11700000000002,5.0,0.9196120000000001,142.0,0.419048,1.78173,70.9913,1.03016,445.685,granule
16323,630.246,218.769,447.028,1.0,4.0,9.0,19.8,94.3307,97.6395,114.611,4.0,0.91166,60.0,0.75,1.53702,67.7518,1.02512,192.71,granule
16324,3313.69,1174.0,548.499,1.0,16.0,33.0,91.569,117.537,138.129,148.536,9.0,0.975406,146.0,0.655288,1.8902700000000001,50.8353,1.00929,773.5169999999999,granule
16325,1490.93,550.549,291.675,1.0,6.0,13.0,66.3577,97.8951,110.90100000000001,121.98299999999999,5.0,0.9593959999999999,71.0,0.555556,1.8223,55.1985,1.01316,335.135,granule
16326,3177.35,1117.58,383.17800000000005,1.0,8.0,17.0,127.587,181.31900000000002,198.753,209.50799999999998,5.0,0.9751219999999999,118.0,0.416667,1.80505,49.898999999999994,1.00824,742.429,granule
16327,3912.51,1427.32,454.514,1.0,10.0,21.0,74.8871,166.299,187.614,195.253,5.0,0.9623200000000001,156.0,0.225397,1.86293,50.6197,1.0109299999999999,903.705,granule
16328,4047.76,1233.71,429.472,1.0,8.0,17.0,170.68,168.74,201.918,227.459,4.0,0.947041,202.0,0.184524,1.76547,51.1115,1.01325,1177.77,granule
16329,662.447,197.19799999999998,353.017,1.0,10.0,21.0,28.4287,76.9706,83.5513,96.62899999999999,6.0,0.962822,79.0,0.547619,1.68796,75.6693,1.0158200000000002,305.883,granule
16330,1086.95,399.26199999999994,371.773,1.0,5.0,11.0,48.8105,69.477,81.146,87.9643,4.0,0.9533889999999999,58.0,0.466667,1.78676,51.1696,1.01657,245.28400000000002,granule
16331,2158.88,804.449,441.218,1.0,7.0,15.0,80.6262,110.60600000000001,119.462,128.506,4.0,0.955514,100.0,0.380952,1.9238400000000002,69.5207,1.0106899999999999,489.159,granule
16332,1532.23,533.0369999999999,322.865,1.0,8.0,17.0,42.8301,86.6209,102.979,118.44,7.0,0.9567040000000001,88.0,0.7,1.88714,71.7633,1.0157,357.47,granule
16333,1454.4,521.882,418.582,1.0,7.0,15.0,23.5009,78.0847,88.5074,99.4426,5.0,0.945426,84.0,0.380952,1.65925,78.4564,1.0133299999999998,335.86699999999996,granule
16334,1474.37,428.23900000000003,328.01099999999997,1.0,7.0,15.0,70.1476,104.535,115.89,124.104,5.0,0.972216,105.0,0.419048,1.61731,61.9527,1.00721,464.27,granule
16335,2554.43,793.02,419.219,1.0,7.0,15.0,92.7364,178.99900000000002,196.50599999999997,208.188,5.0,0.9599780000000001,170.0,0.45238100000000003,1.78645,45.8996,1.01126,700.904,granule
16336,1443.39,491.13599999999997,330.33099999999996,1.0,9.0,19.0,50.3554,86.5864,91.1514,106.589,6.0,0.9431139999999999,108.0,0.518519,1.44016,59.6953,1.02091,373.24199999999996,granule
16337,1227.64,420.561,379.06199999999995,1.0,3.0,7.0,35.0604,166.66,179.785,186.106,2.0,0.9809770000000001,55.0,0.0,1.48569,42.273999999999994,1.00465,305.58,granule
16338,838.935,254.489,331.217,1.0,5.0,11.0,30.6635,90.4492,99.2832,108.757,4.0,0.944593,67.0,0.5,1.8358900000000002,43.0973,1.01941,225.489,granule
16339,946.8489999999999,205.91,384.477,1.0,8.0,17.0,44.8909,78.9394,89.67,98.7605,5.0,0.917193,128.0,0.458333,1.8530799999999998,56.617,1.02926,363.292,granule
16340,1784.9,536.797,481.824,1.0,11.0,23.0,30.2715,100.35700000000001,113.072,122.96600000000001,4.0,0.929726,166.0,0.036363599999999996,1.71885,55.3146,1.01731,603.776,granule
16341,1296.0,388.11300000000006,275.73,1.0,12.0,25.0,51.1195,73.4919,86.3407,96.6173,6.0,0.9439489999999999,123.0,0.616667,1.7390900000000002,65.2356,1.0253700000000001,384.29900000000004,granule
16342,813.5980000000001,180.425,389.158,1.0,7.0,15.0,30.4604,80.2999,93.1813,105.822,5.0,0.93066,79.0,0.419048,1.8513700000000002,38.6836,1.02358,307.16900000000004,granule
16343,1659.01,597.0880000000001,523.1709999999999,1.0,9.0,19.0,62.0116,97.469,109.59200000000001,122.027,7.0,0.96335,102.0,0.666667,1.6762400000000002,63.839,1.0155,413.934,granule
16344,1981.35,667.207,389.965,1.0,8.0,17.0,91.3281,111.667,120.626,128.24,5.0,0.972543,104.0,0.458333,1.8019,56.5528,1.0112299999999999,474.235,granule
16345,1076.23,309.769,318.221,1.0,9.0,19.0,36.1201,92.7501,100.50200000000001,116.79899999999999,8.0,0.9532639999999999,83.0,0.740741,1.8539299999999999,52.5034,1.01966,311.66900000000004,granule
16346,843.3810000000001,308.745,360.474,1.0,3.0,7.0,15.3994,90.88,94.1637,102.256,3.0,0.945061,52.0,0.666667,1.31576,38.2763,1.0156,214.41099999999997,granule
16347,803.93,162.61700000000002,305.824,1.0,7.0,15.0,56.3521,88.4788,99.6402,107.397,4.0,0.9477530000000001,90.0,0.314286,1.8320900000000002,45.1188,1.01958,322.985,granule
16348,845.9780000000001,252.618,267.82099999999997,1.0,4.0,9.0,45.5824,82.77600000000001,92.8153,105.348,3.0,0.956566,60.0,0.333333,1.58513,70.5109,1.0141,245.769,granule
16349,908.823,247.65400000000002,308.677,1.0,7.0,15.0,23.8295,99.1905,104.581,111.941,7.0,0.959511,75.0,0.857143,2.0,47.0609,1.0229700000000002,265.401,granule
16350,752.382,164.122,293.623,1.0,6.0,13.0,34.4551,81.6106,86.947,94.3976,3.0,0.961619,91.0,0.2,1.58745,37.958,1.01853,319.22700000000003,granule
16351,942.628,247.826,294.275,1.0,4.0,9.0,21.1292,109.781,118.20100000000001,127.696,3.0,0.9408120000000001,81.0,0.333333,1.7005400000000002,51.501999999999995,1.02167,299.682,granule
16352,1142.72,371.534,366.07199999999995,1.0,7.0,15.0,28.8356,95.2714,102.59899999999999,108.734,5.0,0.9621049999999999,84.0,0.6,1.49125,50.9525,1.0129299999999999,342.16900000000004,granule
16353,2815.44,1062.83,445.874,1.0,8.0,17.0,83.7924,150.158,162.624,171.86900000000003,5.0,0.9715229999999999,110.0,0.470238,2.0,45.1203,1.0085899999999999,593.498,granule
16354,1858.6,658.924,471.73699999999997,1.0,5.0,11.0,92.5791,116.604,132.444,140.531,4.0,0.9538059999999999,79.0,0.5,1.76148,77.9747,1.0143,432.501,granule
16355,2631.59,984.216,422.74,1.0,7.0,15.0,77.1398,163.46200000000002,190.24400000000003,203.386,4.0,0.9853379999999999,81.0,0.333333,1.7986099999999998,49.229,1.00455,681.575,granule
16356,665.0189999999999,175.35299999999998,347.545,1.0,4.0,9.0,41.2802,84.8287,89.9237,99.2746,4.0,0.9581360000000001,61.0,0.75,1.6530099999999999,75.3953,1.01769,212.162,granule
16357,1319.47,372.48400000000004,388.435,1.0,9.0,19.0,49.8937,102.926,113.436,120.98,6.0,0.960455,117.0,0.518519,1.8232,55.3253,1.01623,423.6,granule
16358,964.783,236.11599999999999,279.122,1.0,8.0,17.0,54.0927,83.389,90.2105,112.46799999999999,5.0,0.9474540000000001,86.0,0.458333,1.94833,50.8817,1.01875,320.89099999999996,granule
16359,1267.65,392.79,415.409,1.0,8.0,17.0,33.3263,95.5719,103.537,108.26100000000001,6.0,0.9737040000000001,79.0,0.666667,1.79855,44.5448,1.0100799999999999,336.869,granule
16360,603.354,191.899,351.961,1.0,2.0,5.0,19.621,87.9108,91.6596,99.9715,2.0,0.9528,35.0,0.5,1.46476,62.6671,1.01047,167.592,granule
16361,1000.82,298.195,395.659,1.0,6.0,13.0,17.2007,90.19,94.9489,101.024,4.0,0.959785,66.0,0.5,1.8363099999999999,46.5022,1.0113299999999998,274.869,granule
16362,1441.27,592.923,440.376,1.0,7.0,15.0,39.8987,100.65899999999999,108.137,115.36399999999999,5.0,0.952599,80.0,0.357143,1.70458,42.148,1.01756,309.437,granule
16363,1768.93,573.2230000000001,400.714,1.0,9.0,19.0,51.8795,92.1111,104.352,111.948,6.0,0.954326,120.0,0.566667,1.89874,53.6708,1.0144,440.365,granule
16364,598.1519999999999,152.17600000000002,441.30400000000003,1.0,4.0,9.0,25.3683,93.3532,101.705,106.03200000000001,3.0,0.977397,44.0,0.25,1.67507,39.4482,1.00944,216.072,granule
16365,717.4889999999999,229.827,426.089,1.0,4.0,9.0,24.6671,81.8598,89.9353,97.4584,3.0,0.9461379999999999,39.0,0.333333,1.9606400000000002,40.926,1.01321,178.71,granule
16366,1536.83,425.57800000000003,191.063,1.0,12.0,25.0,50.1526,101.98100000000001,111.978,121.024,6.0,0.9654950000000001,111.0,0.507576,1.96468,60.9538,1.00863,467.194,granule
16367,756.133,196.565,299.47900000000004,1.0,4.0,9.0,32.7906,92.4015,97.3591,110.45100000000001,4.0,0.948926,58.0,0.75,1.9470299999999998,79.2413,1.01825,232.72,granule
16368,546.13,126.059,344.324,1.0,4.0,9.0,19.2099,92.9799,96.1808,103.789,3.0,0.9544739999999999,52.0,0.333333,1.7446700000000002,47.7483,1.01272,199.804,granule
16369,762.202,169.703,462.44199999999995,1.0,9.0,19.0,28.2217,86.1306,95.33,109.18799999999999,6.0,0.90956,98.0,0.466667,1.7952599999999999,76.1247,1.03626,331.967,granule
16370,809.357,226.407,248.435,1.0,6.0,13.0,23.4162,91.412,98.1215,110.90299999999999,6.0,0.9378299999999999,73.0,0.833333,1.71733,60.9191,1.02605,272.209,granule
16371,565.815,145.795,242.94799999999998,1.0,2.0,5.0,26.9319,103.661,110.62799999999999,114.99700000000001,2.0,0.9546690000000001,36.0,0.5,2.0,59.3996,1.012,177.935,granule
16372,660.837,161.215,296.02299999999997,1.0,3.0,7.0,53.0062,88.5783,93.8183,103.92299999999999,3.0,0.958202,51.0,0.666667,1.76635,80.741,1.00975,217.825,granule
16373,717.9630000000001,169.142,228.981,1.0,7.0,15.0,42.9336,91.9497,98.5991,107.777,6.0,0.966097,64.0,0.571429,1.7605400000000002,67.2725,1.01292,249.2,granule
16374,699.418,217.032,591.972,1.0,2.0,5.0,29.1575,93.0128,102.867,110.75399999999999,2.0,0.963841,49.0,0.5,1.5472700000000001,46.8122,1.01156,196.731,granule
16375,880.6610000000001,204.31900000000002,361.48,1.0,7.0,15.0,73.9052,82.2286,91.5084,101.471,7.0,0.964735,89.0,0.857143,1.7239,60.9463,1.01476,326.927,granule
16376,686.335,163.893,312.624,1.0,6.0,13.0,25.0688,91.2621,97.9641,105.06,5.0,0.941967,64.0,0.555556,1.7773,67.7694,1.01613,243.085,granule
16377,599.553,147.166,365.996,1.0,4.0,9.0,36.5745,79.608,85.5573,89.9492,3.0,0.9653280000000001,48.0,0.333333,1.7446700000000002,43.349,1.01041,216.743,granule
16378,632.561,217.071,286.865,1.0,4.0,9.0,26.3528,70.5435,75.3941,82.1551,3.0,0.918429,53.0,0.333333,1.10069,50.1201,1.02393,176.362,granule
16379,1316.3,396.005,387.24699999999996,1.0,7.0,15.0,51.5103,68.6466,81.5199,100.556,4.0,0.909693,115.0,0.380952,1.67555,78.472,1.0380200000000002,362.56,granule
16380,870.6110000000001,284.08099999999996,374.066,1.0,5.0,11.0,39.9834,69.6237,82.3396,91.4366,3.0,0.885295,67.0,0.4,1.63862,70.7579,1.02367,226.24400000000003,granule
16381,844.064,277.915,268.836,1.0,8.0,17.0,64.0212,29.2745,66.8298,93.4389,6.0,0.9042680000000001,98.0,0.520833,1.74036,91.0689,1.0408,242.933,granule
16382,1053.61,369.306,373.949,1.0,8.0,17.0,40.3371,63.4687,72.995,82.40899999999999,6.0,0.918277,103.0,0.625,1.63999,79.4632,1.02558,268.061,granule
16383,1445.36,465.074,366.61699999999996,1.0,8.0,17.0,97.5102,90.1602,105.182,124.699,5.0,0.9544040000000001,92.0,0.625,1.7799200000000002,67.8664,1.0136100000000001,385.858,granule
16384,357.685,72.3013,358.48800000000006,1.0,5.0,11.0,23.6181,76.6018,82.4379,89.2887,5.0,0.9433860000000001,59.0,0.8,1.34954,77.3939,1.0161799999999999,248.437,granule
16385,1225.8,317.881,385.605,1.0,11.0,23.0,67.58,107.541,128.15200000000002,138.144,7.0,0.966618,112.0,0.492424,1.71166,52.0225,1.0145,442.564,granule
16386,1314.09,336.699,299.608,1.0,9.0,19.0,73.8022,87.0883,100.60700000000001,114.57700000000001,6.0,0.9649840000000001,118.0,0.361111,1.70935,61.6691,1.01188,455.241,granule
16387,2381.71,790.564,493.09,1.0,10.0,21.0,80.3159,114.169,134.87,145.504,7.0,0.9703639999999999,146.0,0.47111099999999995,1.60913,49.5418,1.01003,628.654,granule
16388,2541.34,966.0169999999999,498.152,1.0,16.0,33.0,65.5845,98.1912,116.359,125.66,5.0,0.960617,156.0,0.291369,1.7015,62.0864,1.0106,627.789,granule
16389,981.4860000000001,320.119,270.119,1.0,4.0,9.0,45.3185,110.486,117.995,128.57399999999998,4.0,0.952191,62.0,0.75,1.75842,83.3865,1.0104,257.418,granule
16390,903.628,256.327,278.712,1.0,5.0,11.0,35.0863,81.5735,92.477,95.4073,4.0,0.971108,58.0,0.4,1.8035700000000001,42.7146,1.00814,256.993,granule
16391,869.168,248.15599999999998,267.473,1.0,5.0,11.0,12.689,99.2002,103.736,111.853,4.0,0.9523959999999999,53.0,0.5,1.93888,58.2173,1.0172299999999999,244.31799999999998,granule
16392,1181.13,381.111,397.603,1.0,4.0,9.0,59.9479,97.5283,106.83200000000001,117.80799999999999,3.0,0.95416,66.0,0.333333,1.6521400000000002,49.0137,1.01275,314.137,granule
16393,949.71,291.841,360.726,1.0,7.0,15.0,19.6108,96.0296,101.959,108.76700000000001,4.0,0.963957,62.0,0.380952,1.9126900000000002,43.185,1.0115,253.662,granule
16394,978.554,268.26,378.829,1.0,5.0,11.0,71.5197,94.1601,109.566,123.564,3.0,0.9200520000000001,97.0,0.4,1.69229,62.5743,1.01965,310.421,granule
16395,774.818,168.828,355.569,1.0,7.0,15.0,58.1541,108.18,117.81299999999999,133.256,4.0,0.955383,101.0,0.380952,1.7924900000000001,40.5905,1.01397,320.374,granule
16396,681.857,157.61,479.44599999999997,1.0,6.0,13.0,52.5332,81.6497,84.5646,94.3863,6.0,0.953506,72.0,0.833333,1.7855900000000002,74.5527,1.01986,246.505,granule
16397,886.523,246.81599999999997,395.62699999999995,1.0,6.0,13.0,40.6432,83.1555,90.3477,100.06,4.0,0.956261,78.0,0.5,1.74757,75.5645,1.0172700000000001,257.985,granule
16398,837.472,212.298,331.71,1.0,6.0,13.0,67.9758,73.4844,86.3753,96.8343,6.0,0.927473,78.0,0.833333,1.86763,51.7921,1.01853,265.725,granule
16399,736.61,229.222,388.73,1.0,4.0,9.0,37.3455,73.3585,79.9891,87.4195,4.0,0.9382379999999999,50.0,0.75,1.82476,51.2706,1.02257,202.77900000000002,granule
16400,708.2919999999999,173.43200000000002,417.29400000000004,1.0,5.0,11.0,37.8267,79.8995,89.374,95.0444,3.0,0.9652930000000001,61.0,0.4,1.6936,60.4329,1.01176,243.347,granule
16401,1069.39,365.05300000000005,290.04200000000003,1.0,4.0,9.0,32.8009,91.42,97.6497,106.74600000000001,4.0,0.961707,71.0,0.75,1.7816,46.9874,1.01125,274.3,granule
16402,2369.91,395.755,333.68,1.0,9.0,19.0,123.09700000000001,178.946,208.201,224.96,4.0,0.9434819999999999,282.0,0.3,1.66515,59.7543,1.0150299999999999,1249.19,granule
16403,3452.16,710.513,370.329,1.0,10.0,21.0,219.38099999999997,186.03799999999998,227.34900000000002,245.043,5.0,0.9423799999999999,393.0,0.394444,1.77377,54.7642,1.0187,1361.17,granule
16404,2589.23,688.115,442.371,1.0,8.0,17.0,69.6512,198.37,223.15099999999998,240.37400000000002,5.0,0.939844,233.0,0.642857,1.8677099999999998,56.826,1.02229,911.1360000000001,granule
16405,2350.98,399.15,334.629,1.0,9.0,19.0,155.642,193.399,228.92700000000002,248.428,5.0,0.959133,310.0,0.381481,1.67947,49.8653,1.01211,1196.37,granule
16406,2245.16,576.242,364.24699999999996,1.0,6.0,13.0,132.161,175.19099999999997,191.82299999999998,221.49099999999999,4.0,0.90536,242.0,0.533333,1.70565,40.2424,1.0417,772.3810000000001,granule
16407,2793.83,469.409,341.034,1.0,12.0,25.0,128.567,166.658,196.44799999999998,217.56900000000002,7.0,0.9233629999999999,377.0,0.397403,1.81843,79.202,1.02247,1343.32,granule
16408,3035.63,882.513,631.6080000000001,1.0,7.0,15.0,112.501,203.67,242.293,263.807,5.0,0.905575,260.0,0.6190479999999999,1.77542,55.8897,1.0342,858.8439999999999,granule
16409,2055.02,574.191,422.783,1.0,6.0,13.0,67.1094,165.86,191.451,203.141,4.0,0.93221,203.0,0.533333,1.6515799999999998,73.594,1.0193299999999998,633.869,granule
16410,3120.89,807.2230000000001,156.19299999999998,1.0,6.0,13.0,140.058,178.011,208.96400000000003,233.46599999999998,3.0,0.9076780000000001,289.0,0.2,1.6978900000000001,66.9097,1.0346899999999999,1029.59,granule
16411,3592.18,761.065,740.998,1.0,9.0,19.0,175.334,212.104,232.989,265.704,5.0,0.923091,455.0,0.509259,1.73092,59.1283,1.0292700000000001,1458.53,granule
16412,2142.75,575.265,725.324,1.0,5.0,11.0,104.62200000000001,181.99099999999999,190.653,218.437,4.0,0.9129120000000001,223.0,0.5,1.66745,48.3791,1.0255,686.288,granule
16413,1437.35,369.73699999999997,848.625,1.0,4.0,9.0,110.898,188.96400000000003,199.71900000000002,226.71,3.0,0.890972,186.0,0.25,1.67525,62.4354,1.04283,480.05300000000005,granule
16414,2626.62,596.601,576.904,1.0,6.0,13.0,192.331,172.889,233.75400000000002,257.116,4.0,0.922947,319.0,0.266667,1.78225,48.2963,1.0197399999999999,951.837,granule
16415,2588.38,658.409,364.64,1.0,9.0,19.0,154.737,98.7938,129.08,172.857,5.0,0.887516,323.0,0.5222220000000001,1.7625099999999998,69.3564,1.03731,861.7669999999999,granule
16416,3233.9,754.2689999999999,339.973,1.0,11.0,23.0,112.961,132.268,156.283,170.424,4.0,0.925198,480.0,0.24848499999999998,1.86815,63.2085,1.02155,1154.75,granule
16417,2300.33,659.2669999999999,554.64,1.0,9.0,19.0,48.1086,164.459,186.87900000000002,206.101,5.0,0.9040450000000001,334.0,0.527778,1.66055,64.2061,1.03185,813.581,granule
16418,4573.84,1194.29,418.87699999999995,1.0,13.0,27.0,98.3161,185.42,200.295,225.69099999999997,5.0,0.898223,545.0,0.41025600000000007,1.8476099999999998,56.6575,1.03017,1518.72,granule
16419,3220.06,813.51,403.865,1.0,10.0,21.0,110.663,180.762,214.775,228.175,5.0,0.9559040000000001,340.0,0.42222200000000004,1.6956799999999999,40.5547,1.01594,1191.04,granule
16420,3028.93,709.702,469.033,1.0,7.0,15.0,114.03,228.44,261.704,283.077,4.0,0.94399,361.0,0.571429,1.6403,40.0755,1.02284,1140.36,granule
16421,3179.9,1015.06,377.164,1.0,7.0,15.0,91.765,180.101,159.431,182.28799999999998,5.0,0.8764780000000001,275.0,0.371429,1.49429,77.7587,1.03859,846.357,granule
16422,2753.34,560.783,404.17199999999997,1.0,10.0,21.0,91.4899,166.19099999999997,183.322,197.292,4.0,0.939464,326.0,0.34444400000000003,1.74948,57.3092,1.02175,1199.32,granule
16423,2115.16,466.716,374.18,1.0,8.0,17.0,100.20100000000001,129.274,160.099,173.745,4.0,0.9246540000000001,235.0,0.43452399999999997,1.8088799999999998,60.7373,1.0334,785.922,granule
16424,3438.99,797.922,528.163,1.0,10.0,21.0,149.649,175.38099999999997,205.028,224.204,6.0,0.93835,363.0,0.47222200000000003,1.8389900000000001,48.9683,1.02299,1217.13,granule
16425,2511.8,515.757,245.32299999999998,1.0,11.0,23.0,100.917,180.248,197.148,214.408,5.0,0.9067649999999999,321.0,0.409091,1.7102400000000002,55.9648,1.02962,1035.73,granule
16426,3950.0,1069.39,463.44699999999995,1.0,9.0,19.0,111.274,161.929,185.641,210.96400000000003,5.0,0.932689,377.0,0.48148100000000005,1.85011,49.2205,1.01821,1247.5,granule
16427,2320.0,536.076,355.642,1.0,9.0,19.0,120.146,194.183,221.92,243.03099999999998,6.0,0.929433,290.0,0.546032,1.62134,65.1871,1.0260200000000002,899.1460000000001,granule
16428,1935.86,432.19300000000004,217.763,1.0,6.0,13.0,130.572,174.15,192.89,223.352,4.0,0.949831,190.0,0.5,1.60391,59.4357,1.0116,789.452,granule
16429,1624.44,351.968,340.399,1.0,9.0,19.0,55.4695,169.16,198.024,211.865,5.0,0.919034,228.0,0.305556,1.9385599999999998,46.3276,1.02616,633.2769999999999,granule
16430,3902.94,982.377,496.592,1.0,9.0,19.0,129.876,213.743,236.03900000000002,250.396,4.0,0.944142,326.0,0.296296,1.5936700000000001,47.6439,1.01956,1373.29,granule
16431,4103.34,970.617,265.263,1.0,11.0,23.0,147.923,219.562,235.203,269.92900000000003,5.0,0.933717,370.0,0.32424200000000003,1.71524,48.7191,1.0261200000000001,1538.89,granule
16432,2586.92,514.765,527.169,1.0,10.0,21.0,147.833,152.215,196.42700000000002,215.076,5.0,0.897228,316.0,0.5611109999999999,1.8490400000000002,83.61,1.0408600000000001,1063.4,granule
16433,1883.84,429.23199999999997,368.86199999999997,1.0,9.0,19.0,121.361,116.306,134.733,164.262,5.0,0.893194,236.0,0.37963,1.8809099999999999,69.5417,1.03449,715.446,granule
16434,2300.91,421.835,278.499,1.0,9.0,19.0,153.58,146.91,193.678,224.76,6.0,0.9105219999999999,437.0,0.36825399999999997,1.62835,49.68,1.02627,1294.13,granule
16435,2076.71,504.89599999999996,274.089,1.0,9.0,19.0,99.4998,139.13,165.39,200.562,6.0,0.915966,227.0,0.566667,1.83227,60.0892,1.0285,795.1469999999999,granule
16436,2644.22,568.122,229.981,1.0,8.0,17.0,120.315,171.301,209.53900000000002,223.553,4.0,0.916499,300.0,0.14285699999999998,1.7420900000000001,54.243,1.04223,1037.85,granule
16437,4582.32,1465.15,370.019,1.0,8.0,17.0,98.2645,217.699,242.00599999999997,265.866,5.0,0.9207709999999999,300.0,0.458333,1.73645,58.9639,1.02264,1267.06,granule
16438,2679.84,478.555,696.7510000000001,1.0,13.0,27.0,122.954,194.275,215.15900000000002,228.16,6.0,0.946751,576.0,0.38648000000000005,1.6991599999999998,43.0289,1.02146,1793.65,granule
16439,4292.15,924.645,738.813,1.0,10.0,21.0,99.8608,221.24099999999999,241.37099999999998,254.834,5.0,0.947573,392.0,0.27222199999999996,1.7117200000000001,43.7047,1.0154299999999998,1673.17,granule
16440,3412.09,940.4789999999999,793.8380000000001,1.0,7.0,15.0,87.88,221.39,244.97799999999998,261.113,4.0,0.941947,261.0,0.380952,1.63625,47.7795,1.0181799999999999,1070.63,granule
16441,3896.61,935.57,887.6489999999999,1.0,7.0,15.0,104.333,235.918,258.349,276.70099999999996,5.0,0.9376700000000001,289.0,0.6190479999999999,1.8573099999999998,50.7169,1.01847,1331.48,granule
16442,3697.96,898.2180000000001,445.11,1.0,9.0,19.0,133.422,215.993,235.94099999999997,254.033,5.0,0.921702,368.0,0.5222220000000001,1.71448,50.6826,1.0249700000000002,1330.37,granule
16443,2280.77,634.811,536.423,1.0,6.0,13.0,111.499,219.266,244.47,261.579,3.0,0.9258219999999999,178.0,0.2,1.6830200000000002,49.3048,1.02528,698.2739999999999,granule
16444,3740.03,837.6110000000001,263.297,1.0,9.0,19.0,147.731,226.581,260.46299999999997,289.224,5.0,0.953574,341.0,0.509259,1.9486700000000001,41.5067,1.0186,1353.22,granule
16445,3619.63,1106.14,475.473,1.0,7.0,15.0,116.271,245.15,271.145,289.587,4.0,0.953644,235.0,0.571429,1.35514,57.2845,1.01449,1060.26,granule
16446,2600.15,569.367,342.033,1.0,6.0,13.0,100.824,231.858,256.913,272.105,4.0,0.955,250.0,0.266667,1.8634400000000002,43.3355,1.01234,1033.61,granule
16447,1847.62,446.18800000000005,581.114,1.0,4.0,9.0,56.211999999999996,234.24099999999999,258.587,268.85900000000004,3.0,0.9575469999999999,162.0,0.333333,1.75479,54.1524,1.01262,650.137,granule
16448,5063.57,1309.29,479.722,1.0,14.0,29.0,107.149,204.72799999999998,235.22,248.315,7.0,0.9361510000000001,411.0,0.462271,1.7317,56.5987,1.02348,1664.44,granule
16449,3459.77,636.7669999999999,398.22,1.0,10.0,21.0,137.509,253.94299999999998,280.135,301.582,5.0,0.93947,370.0,0.355556,1.7595599999999998,41.9756,1.0190000000000001,1630.41,granule
16450,3972.28,1091.82,345.05400000000003,1.0,8.0,17.0,157.123,221.53099999999998,247.14700000000002,264.012,5.0,0.965052,268.0,0.642857,1.72183,49.278,1.01078,1255.97,granule
16451,2579.57,524.24,346.32599999999996,1.0,7.0,15.0,73.0683,253.459,265.691,291.22700000000003,4.0,0.948774,294.0,0.28571399999999997,1.6345299999999998,51.974,1.0162200000000001,1203.04,granule
16452,5390.48,1331.17,425.26599999999996,1.0,10.0,21.0,155.262,220.269,258.319,276.087,6.0,0.944609,407.0,0.555556,1.92891,53.9971,1.01763,1744.7,granule
16453,3080.75,534.274,295.472,1.0,11.0,23.0,166.301,238.05700000000002,274.28,287.252,5.0,0.935005,420.0,0.43116899999999997,1.68468,45.6007,1.02643,1647.67,granule
16454,3841.61,791.2189999999999,368.865,1.0,15.0,31.0,123.141,176.12900000000002,209.165,225.986,6.0,0.9315709999999999,444.0,0.280159,1.82516,55.9646,1.02325,1557.43,granule
16455,2871.0,640.273,379.07300000000004,1.0,11.0,23.0,128.4,181.33,209.31599999999997,223.325,6.0,0.9189280000000001,326.0,0.32424200000000003,1.60048,44.3202,1.02686,1237.5,granule
16456,2551.07,422.094,701.5939999999999,1.0,11.0,23.0,145.02,181.766,204.195,226.40900000000002,6.0,0.939536,334.0,0.506061,1.83444,51.3321,1.02567,1435.91,granule
16457,3261.41,787.01,358.824,1.0,8.0,17.0,136.994,188.575,207.234,233.74200000000002,4.0,0.9074639999999999,258.0,0.43452399999999997,1.6994900000000002,56.9799,1.03793,1153.77,granule
16458,2595.5,528.656,320.296,1.0,8.0,17.0,158.375,195.174,223.359,235.725,5.0,0.9463860000000001,271.0,0.491071,1.6477099999999998,48.553999999999995,1.02578,1141.39,granule
